Date,Region,Value
2024-03-27,HSE Dublin and North East,1.8182110162002947
2024-03-27,HSE Dublin and South East,2.629510943963896
2024-03-27,HSE Mid West,3.110173519458545
2024-03-27,HSE South West,2.145634965034965
2024-03-27,HSE West and North West,1.7539735668789809
2024-03-28,HSE Dublin and Midlands,2.848255667574932
2024-03-28,HSE Dublin and North East,2.028004594992636
2024-03-28,HSE Dublin and South East,1.9356122226400905
2024-03-28,HSE Mid West,2.551041201353638
2024-03-28,HSE South West,2.1086412587412586
2024-03-28,HSE West and North West,2.0866237261146496
2024-03-29,HSE Dublin and Midlands,2.2903499182561307
2024-03-29,HSE Dublin and North East,0.8741399116347569
2024-03-29,HSE Dublin and South East,1.9721332079729224
2024-03-29,HSE Mid West,2.551041201353638
2024-03-29,HSE South West,1.8126916083916085
2024-03-29,HSE West and North West,1.5120461783439492
2024-03-30,HSE Dublin and Midlands,0.8221768937329701
2024-03-30,HSE Dublin and North East,0.034965596465390276
2024-03-30,HSE Dublin and South East,0.657377735990974
2024-03-30,HSE Mid West,0.9784815566835872
2024-03-30,HSE South West,0.3699370629370629
2024-03-30,HSE West and North West,0.6350593949044586
2024-03-31,HSE Dublin and Midlands,0.7634499727520436
2024-03-31,HSE Dublin and North East,0.0
2024-03-31,HSE Dublin and South East,0.4747728093268146
2024-03-31,HSE Mid West,1.2580477157360408
2024-03-31,HSE South West,0.18496853146853146
2024-03-31,HSE West and North West,0.3931320063694268
2024-04-01,HSE Dublin and Midlands,0.7340865122615804
2024-04-01,HSE Dublin and North East,0.3496559646539028
2024-04-01,HSE Dublin and South East,0.8765036479879654
2024-04-01,HSE Mid West,1.7123427241962776
2024-04-01,HSE South West,0.9618363636363636
2024-04-01,HSE West and North West,0.8769867834394904
2024-04-02,HSE Dublin and Midlands,2.026078773841962
2024-04-02,HSE Dublin and North East,1.993038998527246
2024-04-02,HSE Dublin and South East,2.6660319292967283
2024-04-02,HSE Mid West,2.0618004230118445
2024-04-02,HSE South West,2.145634965034965
2024-04-02,HSE West and North West,1.874937261146497
2024-04-03,HSE Dublin and Midlands,2.7601652861035424
2024-04-03,HSE Dublin and North East,2.0629701914580263
2024-04-03,HSE Dublin and South East,2.8486368559608874
2024-04-03,HSE Mid West,2.0967461928934013
2024-04-03,HSE South West,2.8115216783216783
2024-04-03,HSE West and North West,2.5402375796178345
2024-04-04,HSE Dublin and Midlands,2.5252576021798365
2024-04-04,HSE Dublin and North East,1.4335894550810013
2024-04-04,HSE Dublin and South East,2.410385031966905
2024-04-04,HSE Mid West,1.9220173434856178
2024-04-04,HSE South West,2.5895594405594404
2024-04-04,HSE West and North West,3.386983439490446
2024-04-05,HSE Dublin and Midlands,2.9363460490463216
2024-04-05,HSE Dublin and North East,1.7133142268041237
2024-04-05,HSE Dublin and South East,2.4834270026325687
2024-04-05,HSE Mid West,1.887071573604061
2024-04-05,HSE South West,2.6635468531468534
2024-04-05,HSE West and North West,3.145056050955414
2024-04-06,HSE Dublin and Midlands,1.8792614713896458
2024-04-06,HSE Dublin and North East,0.1398623858615611
2024-04-06,HSE Dublin and South East,0.7304197066566379
2024-04-06,HSE Mid West,1.2580477157360408
2024-04-06,HSE South West,1.146804895104895
2024-04-06,HSE West and North West,1.4818052547770701
2024-04-07,HSE Dublin and Midlands,2.172896076294278
2024-04-07,HSE Dublin and North East,1.2937270692194405
2024-04-07,HSE Dublin and South East,1.8990912373072584
2024-04-07,HSE Mid West,1.7123427241962776
2024-04-07,HSE South West,2.2196223776223776
2024-04-07,HSE West and North West,2.1773464968152867
2024-04-08,HSE Dublin and Midlands,3.4942517983651227
2024-04-08,HSE Dublin and North East,2.412626156111929
2024-04-08,HSE Dublin and South East,2.848636855960888
2024-04-08,HSE Mid West,1.7123427241962776
2024-04-08,HSE South West,3.4034209790209786
2024-04-08,HSE West and North West,3.3567425159235666
2024-04-09,HSE Dublin and Midlands,3.2299806539509537
2024-04-09,HSE Dublin and North East,2.5524885419734904
2024-04-09,HSE Dublin and South East,2.4834270026325687
2024-04-09,HSE Mid West,2.2365292724196277
2024-04-09,HSE South West,3.2554461538461537
2024-04-09,HSE West and North West,3.235778821656051
2024-04-10,HSE Dublin and Midlands,2.7308018256130793
2024-04-10,HSE Dublin and North East,2.237798173784978
2024-04-10,HSE Dublin and South East,2.11821714930425
2024-04-10,HSE Mid West,1.7822342639593909
2024-04-10,HSE South West,2.145634965034965
2024-04-10,HSE West and North West,3.175296974522293
2024-04-11,HSE Dublin and Midlands,1.8498980108991825
2024-04-11,HSE Dublin and North East,1.608417437407953
2024-04-11,HSE Dublin and South East,1.022587589319293
2024-04-11,HSE Mid West,1.327939255499154
2024-04-11,HSE South West,2.404590909090909
2024-04-11,HSE West and North West,3.235778821656051
2024-04-12,HSE Dublin and Midlands,2.1141691553133515
2024-04-12,HSE Dublin and North East,1.1188990868924888
2024-04-12,HSE Dublin and South East,1.1321505453177887
2024-04-12,HSE Mid West,1.6424511844331642
2024-04-12,HSE South West,2.1086412587412586
2024-04-12,HSE West and North West,2.9636105095541403
2024-04-13,HSE Dublin and Midlands,1.3213557220708447
2024-04-13,HSE Dublin and North East,0.3496559646539028
2024-04-13,HSE Dublin and South East,0.9130246333207973
2024-04-13,HSE Mid West,1.4677223350253807
2024-04-13,HSE South West,0.7398741258741258
2024-04-13,HSE West and North West,1.5120461783439492
2024-04-14,HSE Dublin and Midlands,1.2919922615803814
2024-04-14,HSE Dublin and North East,1.5734518409425626
2024-04-14,HSE Dublin and South East,1.4973603986461077
2024-04-14,HSE Mid West,2.0967461928934013
2024-04-14,HSE South West,0.7398741258741258
2024-04-14,HSE West and North West,2.0866237261146496
2024-04-15,HSE Dublin and Midlands,2.9069825885558584
2024-04-15,HSE Dublin and North East,3.1469036818851253
2024-04-15,HSE Dublin and South East,2.5929899586310645
2024-04-15,HSE Mid West,2.306420812182741
2024-04-15,HSE South West,1.1098111888111888
2024-04-15,HSE West and North West,3.26601974522293
2024-04-16,HSE Dublin and Midlands,2.7601652861035424
2024-04-16,HSE Dublin and North East,2.5175229455081003
2024-04-16,HSE Dublin and South East,2.3738640466340732
2024-04-16,HSE Mid West,2.201583502538071
2024-04-16,HSE South West,2.5525657342657344
2024-04-16,HSE West and North West,2.9333695859872613
2024-04-17,HSE Dublin and Midlands,2.5546210626702996
2024-04-17,HSE Dublin and North East,2.028004594992636
2024-04-17,HSE Dublin and South East,1.6069233546446033
2024-04-17,HSE Mid West,2.3763123519458547
2024-04-17,HSE South West,1.8126916083916083
2024-04-17,HSE West and North West,2.449514808917198
2024-04-18,HSE Dublin and Midlands,2.1728960762942777
2024-04-18,HSE Dublin and North East,1.503520648011782
2024-04-18,HSE Dublin and South East,2.337343061301241
2024-04-18,HSE Mid West,2.026854653130288
2024-04-18,HSE South West,1.3317734265734265
2024-04-18,HSE West and North West,1.9354191082802548
2024-04-19,HSE Dublin and Midlands,1.497536485013624
2024-04-19,HSE Dublin and North East,1.2237958762886598
2024-04-19,HSE Dublin and South East,1.716486310643099
2024-04-19,HSE Mid West,1.887071573604061
2024-04-19,HSE South West,0.6658867132867132
2024-04-19,HSE West and North West,1.633009872611465
2024-04-20,HSE Dublin and Midlands,0.9102672752043597
2024-04-20,HSE Dublin and North East,0.31469036818851254
2024-04-20,HSE Dublin and South East,1.059108574652125
2024-04-20,HSE Mid West,1.6424511844331642
2024-04-20,HSE South West,0.517911888111888
2024-04-20,HSE West and North West,0.8165049363057325
2024-04-21,HSE Dublin and Midlands,1.5562634059945504
2024-04-21,HSE Dublin and North East,1.503520648011782
2024-04-21,HSE Dublin and South East,1.424318427980444
2024-04-21,HSE Mid West,1.6075054145516074
2024-04-21,HSE South West,0.9988300699300698
2024-04-21,HSE West and North West,0.8467458598726115
2024-04-22,HSE Dublin and Midlands,1.6149903269754768
2024-04-22,HSE Dublin and North East,3.007041296023564
2024-04-22,HSE Dublin and South East,2.3008220759684095
2024-04-22,HSE Mid West,2.3763123519458547
2024-04-22,HSE South West,1.5167419580419579
2024-04-22,HSE West and North West,1.965660031847134
2024-04-23,HSE Dublin and Midlands,1.9673518528610354
2024-04-23,HSE Dublin and North East,3.251800471281296
2024-04-23,HSE Dublin and South East,2.2277801053027453
2024-04-23,HSE Mid West,1.677396954314721
2024-04-23,HSE South West,2.1086412587412586
2024-04-23,HSE West and North West,1.512046178343949
2024-04-24,HSE Dublin and Midlands,1.908624931880109
2024-04-24,HSE Dublin and North East,1.8531766126656848
2024-04-24,HSE Dublin and South East,1.8990912373072586
2024-04-24,HSE Mid West,2.0618004230118445
2024-04-24,HSE South West,1.3687671328671327
2024-04-24,HSE West and North West,1.3003597133757963
2024-04-25,HSE Dublin and Midlands,1.8792614713896458
2024-04-25,HSE Dublin and North East,1.4685550515463917
2024-04-25,HSE Dublin and South East,1.679965325310267
2024-04-25,HSE Mid West,1.9569631133671743
2024-04-25,HSE South West,1.5537356643356643
2024-04-25,HSE West and North West,1.5422871019108282
2024-04-26,HSE Dublin and Midlands,1.6443537874659402
2024-04-26,HSE Dublin and North East,1.3986238586156112
2024-04-26,HSE Dublin and South East,1.5704023693117715
2024-04-26,HSE Mid West,2.1666377326565147
2024-04-26,HSE South West,1.8496853146853145
2024-04-26,HSE West and North West,1.602768949044586
2024-04-27,HSE Dublin and Midlands,0.968994196185286
2024-04-27,HSE Dublin and North East,0.1398623858615611
2024-04-27,HSE Dublin and South East,0.8034616773223017
2024-04-27,HSE Mid West,2.0618004230118445
2024-04-27,HSE South West,0.7398741258741258
2024-04-27,HSE West and North West,0.3024092356687898
2024-04-28,HSE Dublin and Midlands,0.7928134332425069
2024-04-28,HSE Dublin and North East,0.874139911634757
2024-04-28,HSE Dublin and South East,1.2782344866491162
2024-04-28,HSE Mid West,2.2365292724196277
2024-04-28,HSE South West,1.2207923076923075
2024-04-28,HSE West and North West,0.9374686305732485
2024-04-29,HSE Dublin and Midlands,1.761807629427793
2024-04-29,HSE Dublin and North East,2.097935787923417
2024-04-29,HSE Dublin and South East,2.1912591199699136
2024-04-29,HSE Mid West,2.795661590524535
2024-04-29,HSE South West,2.1086412587412586
2024-04-29,HSE West and North West,1.9959009554140126
2024-04-30,HSE Dublin and Midlands,1.8792614713896456
2024-04-30,HSE Dublin and North East,1.8531766126656848
2024-04-30,HSE Dublin and South East,1.387797442647612
2024-04-30,HSE Mid West,2.655878510998308
2024-04-30,HSE South West,3.0334839160839158
2024-04-30,HSE West and North West,2.2378283439490447
2024-05-01,HSE Dublin and Midlands,2.2022595367847413
2024-05-01,HSE Dublin and North East,1.5734518409425626
2024-05-01,HSE Dublin and South East,1.679965325310267
2024-05-01,HSE Mid West,2.2365292724196277
2024-05-01,HSE South West,3.1444650349650347
2024-05-01,HSE West and North West,1.814455414012739
2024-05-02,HSE Dublin and Midlands,2.3197133787465942
2024-05-02,HSE Dublin and North East,1.6084174374079527
2024-05-02,HSE Dublin and South East,2.337343061301241
2024-05-02,HSE Mid West,1.677396954314721
2024-05-02,HSE South West,2.8115216783216783
2024-05-02,HSE West and North West,1.1491550955414012
2024-05-03,HSE Dublin and Midlands,1.2919922615803814
2024-05-03,HSE Dublin and North East,1.2237958762886598
2024-05-03,HSE Dublin and South East,1.424318427980444
2024-05-03,HSE Mid West,1.3628850253807108
2024-05-03,HSE South West,1.8496853146853145
2024-05-03,HSE West and North West,0.6350593949044586
2024-05-04,HSE Dublin and Midlands,0.9396307356948229
2024-05-04,HSE Dublin and North East,0.20979357879234167
2024-05-04,HSE Dublin and South East,0.5112937946596465
2024-05-04,HSE Mid West,0.27956615905245347
2024-05-04,HSE South West,0.628893006993007
2024-05-04,HSE West and North West,0.5140957006369427
2024-05-05,HSE Dublin and Midlands,0.7047230517711172
2024-05-05,HSE Dublin and North East,0.4895183505154639
2024-05-05,HSE Dublin and South East,0.5112937946596465
2024-05-05,HSE Mid West,0.38440346869712355
2024-05-05,HSE South West,0.3329433566433566
2024-05-05,HSE West and North West,0.6350593949044586
2024-05-06,HSE Dublin and Midlands,1.2332653405994551
2024-05-06,HSE Dublin and North East,0.8042087187039765
2024-05-06,HSE Dublin and South East,0.9130246333207974
2024-05-06,HSE Mid West,1.5026681049069375
2024-05-06,HSE South West,0.7768678321678322
2024-05-06,HSE West and North West,1.633009872611465
2024-05-07,HSE Dublin and Midlands,2.2609864577656675
2024-05-07,HSE Dublin and North East,2.2377981737849777
2024-05-07,HSE Dublin and South East,1.4608394133132758
2024-05-07,HSE Mid West,1.991908883248731
2024-05-07,HSE South West,1.146804895104895
2024-05-07,HSE West and North West,2.4797557324840764
2024-05-08,HSE Dublin and Midlands,1.5856268664850135
2024-05-08,HSE Dublin and North East,2.762282120765832
2024-05-08,HSE Dublin and South East,2.3008220759684095
2024-05-08,HSE Mid West,1.7822342639593909
2024-05-08,HSE South West,2.1086412587412586
2024-05-08,HSE West and North West,2.328551114649682
2024-05-09,HSE Dublin and Midlands,1.8498980108991827
2024-05-09,HSE Dublin and North East,2.377660559646539
2024-05-09,HSE Dublin and South East,1.1321505453177887
2024-05-09,HSE Mid West,1.9220173434856178
2024-05-09,HSE South West,1.2207923076923075
2024-05-09,HSE West and North West,1.9051781847133757
2024-05-10,HSE Dublin and Midlands,1.1745384196185287
2024-05-10,HSE Dublin and North East,1.4335894550810016
2024-05-10,HSE Dublin and South East,1.022587589319293
2024-05-10,HSE Mid West,1.6075054145516074
2024-05-10,HSE South West,0.7028804195804196
2024-05-10,HSE West and North West,1.512046178343949
2024-05-11,HSE Dublin and Midlands,0.6753595912806539
2024-05-11,HSE Dublin and North East,0.2797247717231222
2024-05-11,HSE Dublin and South East,0.8034616773223017
2024-05-11,HSE Mid West,1.013427326565144
2024-05-11,HSE South West,0.2959496503496503
2024-05-11,HSE West and North West,0.7560230891719746
2024-05-12,HSE Dublin and Midlands,0.7928134332425069
2024-05-12,HSE Dublin and North East,0.6643463328424153
2024-05-12,HSE Dublin and South East,1.1321505453177887
2024-05-12,HSE Mid West,1.1881561759729273
2024-05-12,HSE South West,0.2959496503496503
2024-05-12,HSE West and North West,1.602768949044586
2024-05-13,HSE Dublin and Midlands,1.7911710899182562
2024-05-13,HSE Dublin and North East,2.342694963181149
2024-05-13,HSE Dublin and South East,1.7530072959759309
2024-05-13,HSE Mid West,1.8521258037225043
2024-05-13,HSE South West,0.5918993006993006
2024-05-13,HSE West and North West,2.1471055732484077
2024-05-14,HSE Dublin and Midlands,2.3490768392370573
2024-05-14,HSE Dublin and North East,2.5524885419734904
2024-05-14,HSE Dublin and South East,1.8625702519744265
2024-05-14,HSE Mid West,2.306420812182741
2024-05-14,HSE South West,2.071647552447552
2024-05-14,HSE West and North West,2.751924044585987
2024-05-15,HSE Dublin and Midlands,2.5252576021798365
2024-05-15,HSE Dublin and North East,2.377660559646539
2024-05-15,HSE Dublin and South East,1.5338813839789396
2024-05-15,HSE Mid West,2.201583502538071
2024-05-15,HSE South West,1.1837986013986013
2024-05-15,HSE West and North West,2.358792038216561
2024-05-16,HSE Dublin and Midlands,2.3197133787465942
2024-05-16,HSE Dublin and North East,1.888142209131075
2024-05-16,HSE Dublin and South East,1.059108574652125
2024-05-16,HSE Mid West,1.9569631133671743
2024-05-16,HSE South West,0.9248426573426572
2024-05-16,HSE West and North West,2.9938514331210193
2024-05-17,HSE Dublin and Midlands,2.3784402997275205
2024-05-17,HSE Dublin and North East,1.6783486303387334
2024-05-17,HSE Dublin and South East,0.25564689732982326
2024-05-17,HSE Mid West,2.4112581218274114
2024-05-17,HSE South West,0.7398741258741258
2024-05-17,HSE West and North West,2.1773464968152867
2024-05-18,HSE Dublin and Midlands,0.8515403542234332
2024-05-18,HSE Dublin and North East,0.5944151399116347
2024-05-18,HSE Dublin and South East,0.29216788266265514
2024-05-18,HSE Mid West,2.131691962774958
2024-05-18,HSE South West,0.5918993006993006
2024-05-18,HSE West and North West,1.3003597133757963
2024-05-19,HSE Dublin and Midlands,1.5268999455040873
2024-05-19,HSE Dublin and North East,0.874139911634757
2024-05-19,HSE Dublin and South East,0.7669406919894698
2024-05-19,HSE Mid West,2.201583502538071
2024-05-19,HSE South West,0.8878489510489509
2024-05-19,HSE West and North West,1.2398778662420382
2024-05-20,HSE Dublin and Midlands,2.3490768392370573
2024-05-20,HSE Dublin and North East,2.377660559646539
2024-05-20,HSE Dublin and South East,1.5338813839789396
2024-05-20,HSE Mid West,2.8306073604060917
2024-05-20,HSE South West,1.7017104895104895
2024-05-20,HSE West and North West,1.844696337579618
2024-05-21,HSE Dublin and Midlands,2.5839845231607628
2024-05-21,HSE Dublin and North East,2.4825573490427097
2024-05-21,HSE Dublin and South East,2.1912591199699136
2024-05-21,HSE Mid West,2.201583502538071
2024-05-21,HSE South West,2.848515384615385
2024-05-21,HSE West and North West,1.3306006369426753
2024-05-22,HSE Dublin and Midlands,2.3197133787465942
2024-05-22,HSE Dublin and North East,2.8671789101620027
2024-05-22,HSE Dublin and South East,1.1321505453177887
2024-05-22,HSE Mid West,2.2365292724196277
2024-05-22,HSE South West,2.9225027972027973
2024-05-22,HSE West and North West,1.2096369426751592
2024-05-23,HSE Dublin and Midlands,1.6737172479564033
2024-05-23,HSE Dublin and North East,2.237798173784978
2024-05-23,HSE Dublin and South East,0.8765036479879654
2024-05-23,HSE Mid West,2.2714750423011845
2024-05-23,HSE South West,2.2566160839160836
2024-05-23,HSE West and North West,0.8769867834394904
2024-05-24,HSE Dublin and Midlands,1.1451749591280656
2024-05-24,HSE Dublin and North East,1.7832454197349044
2024-05-24,HSE Dublin and South East,0.9860666039864612
2024-05-24,HSE Mid West,2.551041201353638
2024-05-24,HSE South West,0.9988300699300698
2024-05-24,HSE West and North West,1.360841560509554
2024-05-25,HSE Dublin and Midlands,0.8809038147138964
2024-05-25,HSE Dublin and North East,0.6293807363770251
2024-05-25,HSE Dublin and South East,0.3652098533283189
2024-05-25,HSE Mid West,1.432776565143824
2024-05-25,HSE South West,0.2959496503496503
2024-05-25,HSE West and North West,0.8769867834394904
2024-05-26,HSE Dublin and Midlands,0.7928134332425067
2024-05-26,HSE Dublin and North East,1.6783486303387334
2024-05-26,HSE Dublin and South East,0.6208567506581422
2024-05-26,HSE Mid West,1.7472884940778344
2024-05-26,HSE South West,0.4069307692307692
2024-05-26,HSE West and North West,0.8769867834394904
2024-05-27,HSE Dublin and Midlands,2.877619128065395
2024-05-27,HSE Dublin and North East,2.0629701914580267
2024-05-27,HSE Dublin and South East,1.059108574652125
2024-05-27,HSE Mid West,2.446203891708968
2024-05-27,HSE South West,1.6277230769230768
2024-05-27,HSE West and North West,1.4515643312101911
2024-05-28,HSE Dublin and Midlands,2.8482556675749318
2024-05-28,HSE Dublin and North East,2.2028325773195876
2024-05-28,HSE Dublin and South East,1.1686715306506206
2024-05-28,HSE Mid West,2.306420812182741
2024-05-28,HSE South West,2.5895594405594404
2024-05-28,HSE West and North West,2.691442197452229
2024-05-29,HSE Dublin and Midlands,2.6133479836512263
2024-05-29,HSE Dublin and North East,1.8531766126656848
2024-05-29,HSE Dublin and South East,1.1686715306506206
2024-05-29,HSE Mid West,3.110173519458545
2024-05-29,HSE South West,2.256616083916084
2024-05-29,HSE West and North West,2.2983101910828028
2024-05-30,HSE Dublin and Midlands,2.2316229972752044
2024-05-30,HSE Dublin and North East,1.503520648011782
2024-05-30,HSE Dublin and South East,0.8399826626551335
2024-05-30,HSE Mid West,2.7257700507614215
2024-05-30,HSE South West,1.7387041958041958
2024-05-30,HSE West and North West,2.3587920382165604
2024-05-31,HSE Dublin and Midlands,2.4078037602179836
2024-05-31,HSE Dublin and North East,0.8391743151693667
2024-05-31,HSE Dublin and South East,0.657377735990974
2024-05-31,HSE Mid West,2.341366582064298
2024-05-31,HSE South West,1.5167419580419579
2024-05-31,HSE West and North West,1.0886732484076433
2024-06-01,HSE Dublin and Midlands,0.4991788283378747
2024-06-01,HSE Dublin and North East,0.0
2024-06-01,HSE Dublin and South East,0.4382518239939827
2024-06-01,HSE Mid West,0.8037527072758037
2024-06-01,HSE South West,0.7028804195804195
2024-06-01,HSE West and North West,0.48385477707006375
2024-06-02,HSE Dublin and Midlands,0.7634499727520436
2024-06-02,HSE Dublin and North East,0.1748279823269514
2024-06-02,HSE Dublin and South East,0.5478147799924784
2024-06-02,HSE Mid West,1.013427326565144
2024-06-02,HSE South West,0.628893006993007
2024-06-02,HSE West and North West,0.8467458598726114
2024-06-03,HSE Dublin and Midlands,0.8515403542234332
2024-06-03,HSE Dublin and North East,0.8042087187039765
2024-06-03,HSE Dublin and South East,1.1321505453177887
2024-06-03,HSE Mid West,1.677396954314721
2024-06-03,HSE South West,1.7017104895104895
2024-06-03,HSE West and North West,1.1793960191082804
2024-06-04,HSE Dublin and Midlands,2.5252576021798365
2024-06-04,HSE Dublin and North East,1.9930389985272459
2024-06-04,HSE Dublin and South East,1.5704023693117715
2024-06-04,HSE Mid West,2.306420812182741
2024-06-04,HSE South West,3.1444650349650347
2024-06-04,HSE West and North West,1.9354191082802548
2024-06-05,HSE Dublin and Midlands,3.0537998910081745
2024-06-05,HSE Dublin and North East,2.5524885419734904
2024-06-05,HSE Dublin and South East,1.8260492666415948
2024-06-05,HSE Mid West,2.026854653130288
2024-06-05,HSE South West,2.7005405594405594
2024-06-05,HSE West and North West,2.2680692675159237
2024-06-06,HSE Dublin and Midlands,2.5546210626702996
2024-06-06,HSE Dublin and North East,2.132901384388807
2024-06-06,HSE Dublin and South East,1.7895282813087627
2024-06-06,HSE Mid West,1.9220173434856178
2024-06-06,HSE South West,1.8496853146853145
2024-06-06,HSE West and North West,2.1773464968152867
2024-06-07,HSE Dublin and Midlands,2.3490768392370573
2024-06-07,HSE Dublin and North East,0.9790367010309278
2024-06-07,HSE Dublin and South East,0.6208567506581422
2024-06-07,HSE Mid West,1.1881561759729273
2024-06-07,HSE South West,2.256616083916084
2024-06-07,HSE West and North West,2.358792038216561
2024-06-08,HSE Dublin and Midlands,0.7340865122615804
2024-06-08,HSE Dublin and North East,0.629380736377025
2024-06-08,HSE Dublin and South East,0.21912591199699136
2024-06-08,HSE Mid West,0.4542950084602369
2024-06-08,HSE South West,1.1837986013986013
2024-06-08,HSE West and North West,0.3628910828025478
2024-06-09,HSE Dublin and Midlands,1.4388095640326974
2024-06-09,HSE Dublin and North East,0.629380736377025
2024-06-09,HSE Dublin and South East,0.7669406919894698
2024-06-09,HSE Mid West,1.327939255499154
2024-06-09,HSE South West,1.6277230769230768
2024-06-09,HSE West and North West,1.1793960191082804
2024-06-10,HSE Dublin and Midlands,2.202259536784741
2024-06-10,HSE Dublin and North East,2.028004594992636
2024-06-10,HSE Dublin and South East,1.5338813839789396
2024-06-10,HSE Mid West,1.572559644670051
2024-06-10,HSE South West,2.737534265734266
2024-06-10,HSE West and North West,2.2378283439490447
2024-06-11,HSE Dublin and Midlands,1.9673518528610354
2024-06-11,HSE Dublin and North East,2.342694963181149
2024-06-11,HSE Dublin and South East,1.5704023693117715
2024-06-11,HSE Mid West,1.5026681049069375
2024-06-11,HSE South West,2.5895594405594404
2024-06-11,HSE West and North West,2.6309603503184715
2024-06-12,HSE Dublin and Midlands,2.4078037602179836
2024-06-12,HSE Dublin and North East,2.2377981737849777
2024-06-12,HSE Dublin and South East,1.6069233546446033
2024-06-12,HSE Mid West,1.572559644670051
2024-06-12,HSE South West,2.182628671328671
2024-06-12,HSE West and North West,2.691442197452229
2024-06-13,HSE Dublin and Midlands,2.2609864577656675
2024-06-13,HSE Dublin and North East,2.028004594992636
2024-06-13,HSE Dublin and South East,1.5704023693117715
2024-06-13,HSE Mid West,1.6075054145516074
2024-06-13,HSE South West,2.3306034965034965
2024-06-13,HSE West and North West,3.2962606687898086
2024-06-14,HSE Dublin and Midlands,1.9967153133514988
2024-06-14,HSE Dublin and North East,1.4685550515463917
2024-06-14,HSE Dublin and South East,1.5704023693117715
2024-06-14,HSE Mid West,1.677396954314721
2024-06-14,HSE South West,1.6277230769230768
2024-06-14,HSE West and North West,3.0543332802547773
2024-06-15,HSE Dublin and Midlands,0.8221768937329701
2024-06-15,HSE Dublin and North East,0.41958715758468335
2024-06-15,HSE Dublin and South East,0.10956295599849568
2024-06-15,HSE Mid West,0.8037527072758037
2024-06-15,HSE South West,0.887848951048951
2024-06-15,HSE West and North West,1.360841560509554
2024-06-16,HSE Dublin and Midlands,0.4991788283378747
2024-06-16,HSE Dublin and North East,1.1888302798232695
2024-06-16,HSE Dublin and South East,0.36520985332831896
2024-06-16,HSE Mid West,1.8521258037225043
2024-06-16,HSE South West,1.035823776223776
2024-06-16,HSE West and North West,2.1471055732484077
2024-06-17,HSE Dublin and Midlands,1.4094461035422343
2024-06-17,HSE Dublin and North East,2.1678669808541975
2024-06-17,HSE Dublin and South East,1.35127645731478
2024-06-17,HSE Mid West,1.9220173434856178
2024-06-17,HSE South West,1.5167419580419579
2024-06-17,HSE West and North West,3.4777062101910827
2024-06-18,HSE Dublin and Midlands,2.4958941416893734
2024-06-18,HSE Dublin and North East,2.622419734904271
2024-06-18,HSE Dublin and South East,1.6069233546446033
2024-06-18,HSE Mid West,2.4112581218274114
2024-06-18,HSE South West,2.29360979020979
2024-06-18,HSE West and North West,2.4797557324840764
2024-06-19,HSE Dublin and Midlands,2.3784402997275205
2024-06-19,HSE Dublin and North East,1.9580734020618555
2024-06-19,HSE Dublin and South East,0.9495456186536293
2024-06-19,HSE Mid West,1.9569631133671743
2024-06-19,HSE South West,2.034653846153846
2024-06-19,HSE West and North West,2.2983101910828028
2024-06-20,HSE Dublin and Midlands,1.5562634059945504
2024-06-20,HSE Dublin and North East,1.888142209131075
2024-06-20,HSE Dublin and South East,1.1686715306506206
2024-06-20,HSE Mid West,1.3978307952622675
2024-06-20,HSE South West,2.2196223776223776
2024-06-20,HSE West and North West,2.2378283439490447
2024-06-21,HSE Dublin and Midlands,1.2919922615803814
2024-06-21,HSE Dublin and North East,1.4335894550810013
2024-06-21,HSE Dublin and South East,1.4608394133132758
2024-06-21,HSE Mid West,0.9435357868020305
2024-06-21,HSE South West,1.2947797202797202
2024-06-21,HSE West and North West,1.7539735668789809
2024-06-22,HSE Dublin and Midlands,0.5285422888283379
2024-06-22,HSE Dublin and North East,0.5244839469808542
2024-06-22,HSE Dublin and South East,0.8034616773223017
2024-06-22,HSE Mid West,0.41934923857868023
2024-06-22,HSE South West,0.8878489510489509
2024-06-22,HSE West and North West,0.7257821656050956
2024-06-23,HSE Dublin and Midlands,0.8809038147138964
2024-06-23,HSE Dublin and North East,0.8741399116347569
2024-06-23,HSE Dublin and South East,1.2782344866491162
2024-06-23,HSE Mid West,0.8037527072758037
2024-06-23,HSE South West,0.8508552447552447
2024-06-23,HSE West and North West,1.4515643312101911
2024-06-24,HSE Dublin and Midlands,1.3800826430517712
2024-06-24,HSE Dublin and North East,2.622419734904271
2024-06-24,HSE Dublin and South East,2.2277801053027457
2024-06-24,HSE Mid West,1.6075054145516074
2024-06-24,HSE South West,1.1098111888111886
2024-06-24,HSE West and North West,1.9959009554140126
2024-06-25,HSE Dublin and Midlands,1.8498980108991827
2024-06-25,HSE Dublin and North East,3.3217316642120767
2024-06-25,HSE Dublin and South East,1.7530072959759309
2024-06-25,HSE Mid West,2.026854653130288
2024-06-25,HSE South West,1.9606664335664337
2024-06-25,HSE West and North West,2.842646815286624
2024-06-26,HSE Dublin and Midlands,1.761807629427793
2024-06-26,HSE Dublin and North East,2.132901384388807
2024-06-26,HSE Dublin and South East,1.8990912373072582
2024-06-26,HSE Mid West,1.7822342639593909
2024-06-26,HSE South West,1.9606664335664337
2024-06-26,HSE West and North West,2.9031286624203823
2024-06-27,HSE Dublin and Midlands,1.9673518528610354
2024-06-27,HSE Dublin and North East,1.9930389985272459
2024-06-27,HSE Dublin and South East,1.314755471981948
